# time, vmax, integral, width, baseline, dt
25.749504,142.885712,2679.975098,25.232758,4.114286,0.203556
26.324930,129.942856,2598.507812,25.073326,2.057143,0.575426
26.474634,186.742859,6639.929199,48.492065,1.257143,0.149704
26.722349,182.414291,7074.338867,52.849815,1.585714,0.247715
26.739040,184.671432,6552.498047,48.007088,2.328571,0.016691
26.962023,180.285721,6617.735352,48.539276,2.714286,0.222982
27.400229,172.985718,3718.026611,28.266869,2.014286,0.438206
27.426815,182.814285,6558.645020,48.810661,2.185714,0.026587
27.518307,169.699997,3510.707764,26.784752,2.300000,0.091492
27.744774,176.557144,3654.264648,27.697701,2.442857,0.226467
27.763926,121.114288,2442.611816,24.438324,1.885714,0.019152
28.366156,184.171432,5839.112305,40.437645,1.828571,0.602230
28.445208,183.628571,6546.315430,48.415443,2.371428,0.079052
28.496021,150.300003,2878.721924,25.272575,1.700000,0.050814
28.691578,182.157150,5780.680664,40.741318,2.842857,0.195557
28.831270,166.885712,3617.331787,28.224670,2.114286,0.139692
28.933331,178.157150,3646.654541,27.102219,1.842857,0.102060
28.994518,181.642853,6351.320801,45.307625,1.357143,0.061188
29.428730,187.728577,6981.493164,51.455536,2.271429,0.434212
29.472982,157.199997,3046.140137,24.526077,1.800000,0.044252
29.525921,186.328568,6531.241211,47.031998,1.671429,0.052938
30.555017,183.942856,6480.692383,48.302101,2.057143,1.029097
30.812679,183.685715,7039.304199,52.813049,2.314286,0.257662
31.162102,185.385712,6882.783691,52.465927,2.614286,0.349422
31.181992,179.828568,6644.904785,49.975792,2.171429,0.019890
31.332724,178.371429,6674.309082,49.673164,1.628571,0.150732
31.420959,183.371429,6735.137207,49.575119,1.628571,0.088236
31.907185,182.800003,6679.120117,48.367645,2.200000,0.486225
32.190907,137.328568,2845.304443,24.687912,1.671429,0.283722
32.328339,180.571426,6959.598633,52.596436,2.428571,0.137432
32.385731,181.957138,7033.797363,52.723007,2.042857,0.057392
32.586670,186.771423,6707.544434,49.143379,2.228571,0.200939
32.728886,184.257141,6537.208008,48.205330,1.742857,0.142216
32.757935,184.285721,6850.492188,51.174606,1.714286,0.029049
32.834526,184.771423,5790.485352,40.501144,2.228571,0.076591
33.128979,132.942856,2560.461914,24.037376,2.057143,0.294453
33.202518,185.942856,6663.848633,49.361771,2.057143,0.073540
33.225792,175.657150,6688.184082,52.182091,2.342857,0.023273
33.358925,190.885712,6690.351074,47.432159,2.114286,0.133133
33.512848,182.257141,6593.277832,49.058151,1.742857,0.153923
33.677029,185.600006,6654.610352,48.138336,2.400000,0.164181
33.711357,185.014282,6886.911621,52.356087,1.985714,0.034328
33.822426,182.899994,7006.766113,52.828300,2.100000,0.111069
33.972065,140.771423,2958.863037,26.029175,2.228571,0.149639
34.348682,181.399994,6542.552246,48.567459,2.600000,0.376617
34.659359,184.971436,6525.643555,47.152496,3.028571,0.310677
35.256302,183.114288,6779.297852,52.275337,2.885714,0.596943
35.283043,179.128571,6992.948730,53.862671,1.871429,0.026741
35.389694,177.685715,5620.066895,40.136757,2.314286,0.106651
35.827023,185.928574,6510.702637,48.351105,2.071429,0.437328
35.846203,182.957138,5750.640625,40.204041,2.042857,0.019180
35.855919,169.285721,3405.900146,25.504761,1.714286,0.009716
36.013683,137.228577,2682.310547,25.088760,1.771429,0.157764
36.152958,137.699997,5185.941895,45.814308,2.300000,0.139275
36.225464,185.657150,5671.217285,39.215271,2.342857,0.072506
36.384830,145.671432,2942.170898,24.922142,2.328571,0.159367
37.026592,191.728577,6555.799316,46.729774,1.271429,0.641762
37.064209,160.928574,3270.114746,26.690620,2.071429,0.037617
37.440327,184.814285,6987.123535,52.819374,2.185714,0.376118
37.504704,176.014282,7060.952637,53.616425,1.985714,0.064377
37.666424,185.828568,6872.121094,51.880951,2.171429,0.161720
37.679420,190.228577,6660.087402,47.479286,1.771429,0.012997
37.765720,182.100006,6710.925781,48.777573,1.900000,0.086300
37.893944,105.599998,2221.983398,24.566292,2.400000,0.128223
38.371151,184.542862,6633.259277,48.240837,2.457143,0.477207
38.526585,180.585709,6612.090332,48.366257,2.414286,0.155434
38.602901,184.485718,7011.402832,53.244286,2.514286,0.076317
38.699734,139.714279,2766.264893,25.177139,2.285714,0.096832
38.716034,184.657150,6836.806641,52.850754,3.342857,0.016300
38.729046,155.285721,3063.909424,26.214279,2.714286,0.013012
39.124386,184.242859,7018.411133,52.733444,1.757143,0.395340
39.224895,169.699997,3627.350586,28.418091,1.300000,0.100510
39.465176,186.457138,6962.740234,51.849205,2.542857,0.240280
39.472408,179.142853,7034.650391,53.360001,2.857143,0.007233
39.688736,188.657150,6624.490234,48.261238,2.342857,0.216328
39.810490,150.542862,2912.857910,24.876198,2.457143,0.121754
40.313549,178.671432,6857.761719,53.407982,2.328571,0.503059
40.438133,131.442856,2550.494385,24.799881,2.557143,0.124584
40.611858,144.042862,2853.857666,25.717407,2.957143,0.173725
41.189960,182.571426,6451.634766,47.454895,2.428571,0.578102
41.259453,169.485718,3563.839111,27.400764,2.514286,0.069492
41.652710,186.000000,6942.002930,51.537491,2.000000,0.393257
42.351772,172.685715,3566.169678,26.244286,2.314286,0.699062
42.666176,184.100006,6882.431641,52.804016,1.900000,0.314404
42.906273,179.771423,5526.637207,40.393768,2.228571,0.240097
43.159039,127.228569,2434.351562,24.519997,1.771429,0.252766
43.315319,180.314285,6557.892578,50.239639,2.685714,0.156281
43.466740,186.199997,6534.868164,48.665215,1.800000,0.151421
43.516766,179.371429,6657.689453,49.895721,2.628572,0.050026
43.852299,187.385712,7007.990234,51.829552,1.614286,0.335533
43.960327,169.771423,3377.472656,25.969994,2.228571,0.108028
44.017426,150.300003,3031.124756,25.880531,1.700000,0.057098
44.084400,186.214279,6425.511719,47.073334,1.785714,0.066975
44.522488,179.085709,7045.115234,53.838570,1.914286,0.438087
44.733425,178.928574,6620.084473,49.227676,2.071429,0.210938
45.069740,188.899994,6682.677246,47.699211,2.100000,0.336315
45.114109,179.214279,6670.034668,50.146667,1.785714,0.044369
45.245056,187.071426,6602.914551,48.615616,2.928571,0.130947
45.268311,184.942856,7060.959473,52.525726,2.057143,0.023254
45.667717,167.857147,3442.027832,27.437500,2.142857,0.399406
45.695175,147.899994,2879.109863,24.742859,2.100000,0.027458
46.078018,189.242859,6496.491699,48.218750,2.757143,0.382843
46.097515,103.800003,1394.898926,16.391953,3.200000,0.019497
46.119545,182.842850,6977.776855,51.765892,2.157143,0.022030
46.248703,185.885712,6713.070312,48.029411,2.114286,0.129158
46.521519,187.100006,6699.945801,48.494370,1.900000,0.272816
46.531796,145.971436,2874.321533,25.526176,2.028571,0.010277
46.648540,177.628571,3802.665771,28.204567,1.371429,0.116745
46.668018,186.657150,6987.641113,52.301178,2.342857,0.019478
46.797489,182.071426,6615.574219,49.648888,1.928571,0.129471
47.188530,139.100006,2796.237549,25.131302,2.900000,0.391041
47.254860,126.385712,2378.483154,23.213181,2.614286,0.066330
47.295601,172.171432,3674.443604,27.937523,1.828571,0.040741
47.319672,179.742859,6854.258789,52.278740,2.257143,0.024071
47.347790,140.142853,2695.242432,25.156670,1.857143,0.028118
47.421101,185.171432,6408.438477,46.555145,2.828571,0.073311
47.595905,179.771423,6953.341797,52.910995,2.228571,0.174805
47.809719,181.157150,7055.614258,53.921906,1.842857,0.213814
47.915810,183.399994,5553.624512,38.930000,2.600000,0.106091
48.151764,185.457138,6971.506836,52.415436,2.542857,0.235954
48.244892,182.171432,6978.280762,52.123810,2.828571,0.093128
48.246204,182.214279,6442.447754,47.792282,2.785714,0.001312
48.302040,165.714279,3383.731689,26.247612,2.285714,0.055836
48.579643,177.757141,6758.737305,52.092133,2.242857,0.277603
48.895119,179.314285,6981.116699,53.079369,2.685714,0.315475
49.041546,178.800003,7053.671875,53.442146,2.200000,0.146427
49.250141,140.699997,2755.870361,24.563210,2.300000,0.208595
49.337765,179.885712,6537.852051,47.877151,2.114286,0.087624
49.374565,181.428574,6627.541504,49.758331,2.571429,0.036800
49.495056,186.071426,7042.823242,53.013390,1.928571,0.120491
49.813210,183.899994,6625.260742,49.281677,2.100000,0.318153
49.823463,183.071426,7057.788574,52.971870,1.928571,0.010254
49.952923,185.557144,6497.425293,47.729782,2.442857,0.129459
49.976456,187.100006,7039.339355,52.207855,1.900000,0.023533
50.118172,184.942856,6633.577637,47.857483,2.057143,0.141716
50.293808,163.357147,3306.858887,26.440475,1.642857,0.175636
50.428642,181.457138,6571.910156,49.570503,2.542857,0.134834
50.541870,181.785721,7073.703613,52.509926,2.214286,0.113228
50.591534,185.257141,6488.075684,47.316185,1.742857,0.049664
50.701515,138.485718,2809.611328,24.695824,2.514286,0.109982
50.942802,182.257141,6989.698730,53.363922,2.742857,0.241287
51.038948,183.985718,5794.334473,40.905495,2.014286,0.096146
51.257782,184.314285,6635.899902,48.521790,1.685714,0.218834
51.801319,131.728577,2559.996582,24.085411,2.271429,0.543537
51.833824,184.014282,6557.758301,48.143997,1.985714,0.032505
52.166523,181.757141,6633.541992,49.277321,2.242857,0.332699
52.213043,177.714279,7022.007324,54.579048,2.285714,0.046520
52.396080,185.571426,6598.768555,48.586800,2.428571,0.183037
52.530792,178.428574,6982.132324,53.227776,1.571429,0.134712
52.666325,160.642853,3249.233154,26.588387,1.357143,0.135532
52.746269,182.057144,6975.083008,53.654404,1.942857,0.079945
52.899231,185.442856,6927.172363,52.675278,2.557143,0.152962
52.937862,187.114288,6494.429688,48.952202,2.885714,0.038631
53.051941,184.357147,6094.740723,43.834587,1.642857,0.114079
53.160423,181.928574,5651.566406,40.318748,2.071429,0.108482
53.622429,182.785721,6974.380371,52.266006,1.214286,0.462006
53.661766,175.300003,6772.416016,52.223579,1.700000,0.039337
53.809589,164.300003,3379.756348,28.202332,1.700000,0.147823
53.994232,185.514282,6593.490723,48.043930,2.485714,0.184643
54.007397,190.899994,6601.037109,47.754128,2.100000,0.013165
54.139416,176.614288,3755.102295,28.341515,2.385714,0.132019
55.038914,187.114288,6631.953125,48.204720,1.885714,0.899498
55.095772,179.285721,6220.377930,44.919640,1.714286,0.056858
55.215050,181.714279,6650.397461,49.613327,1.285714,0.119278
55.865028,136.800003,2744.643555,24.783333,2.200000,0.649979
55.937325,184.171432,6471.059570,47.360298,1.828571,0.072296
56.392426,180.557144,5710.649414,39.880722,1.442857,0.455101
56.401455,184.542862,6615.492676,48.252846,1.457143,0.009029
56.667995,179.214279,7068.815430,53.437141,0.785714,0.266541
56.800270,183.914291,7022.587402,53.036575,2.085714,0.132275
56.907303,189.771423,6977.641602,51.294113,2.228571,0.107033
57.070267,189.057144,6982.218750,51.126244,1.942857,0.162964
57.505142,182.057144,6999.589844,52.654091,1.942857,0.434875
57.816681,179.600006,6525.158691,49.212852,1.400000,0.311539
57.892269,138.128571,2701.056641,23.691795,1.871429,0.075588
58.028667,185.314285,6792.602051,49.424225,1.685714,0.136398
58.048683,177.042862,6855.089355,51.668564,1.957143,0.020016
58.091923,183.614288,6830.625000,52.141342,2.385714,0.043240
58.826527,134.728577,5322.740234,47.827507,2.271429,0.734604
58.871063,178.142853,7050.428223,52.892494,1.857143,0.044537
58.957458,184.328568,6703.434570,49.149139,1.671429,0.086395
59.321606,185.228577,6618.826172,48.670914,1.771429,0.364147
59.650089,180.399994,6920.505371,51.997643,1.600000,0.328484
59.833881,187.199997,6615.688477,47.403030,1.800000,0.183792
59.895584,182.414291,7028.250977,53.693008,1.585714,0.061703
59.960018,138.442856,2760.937500,25.409714,2.557143,0.064434
60.253315,190.614288,6979.937988,50.926582,2.385714,0.293297
60.626713,127.814285,2542.154297,25.367493,2.185714,0.373398
60.664062,179.242859,3584.567383,26.588120,1.757143,0.037350
61.103455,160.371429,3291.477539,25.587807,1.628571,0.439392
61.169109,181.928574,3731.561523,27.233894,2.071429,0.065655
61.190453,185.271423,6483.734863,47.858849,1.728571,0.021343
61.446423,184.699997,7007.912598,53.122253,1.300000,0.255970
61.571651,152.685715,3090.215820,25.688560,2.314286,0.125229
61.796135,184.457138,6384.421387,47.393944,2.542857,0.224483
62.102768,190.185715,6970.898438,51.543396,1.814286,0.306633
62.176731,181.628571,5790.171387,40.409416,2.371428,0.073963
62.225044,175.857147,6617.729492,49.395554,2.142857,0.048313
62.594173,184.714279,6635.698730,48.807503,2.285714,0.369129
62.639778,181.414291,6455.376953,48.283699,2.585714,0.045605
62.857674,183.057144,7038.309570,53.916672,2.942857,0.217896
63.253960,182.214279,6462.551270,47.677139,1.785714,0.396286
63.339241,182.328568,6635.156738,48.370750,2.671429,0.085281
63.839241,184.100006,5727.740234,40.367218,1.900000,0.500000
63.952358,190.128571,6923.772949,52.332718,2.871428,0.113117
64.427391,182.385712,6971.239258,52.076309,1.614286,0.475033
64.434990,185.685715,6624.200195,48.937149,2.314286,0.007599
64.472145,179.314285,6542.675781,49.066116,2.685714,0.037155
64.532875,185.171432,6933.837891,51.818214,1.828571,0.060730
64.656464,189.071426,6520.030273,47.322693,1.928571,0.123589
64.697174,160.600006,3234.539062,26.297997,2.400000,0.040710
64.761459,185.685715,6932.079590,52.995422,2.314286,0.064285
64.771149,179.214279,5492.462891,39.523888,2.785714,0.009689
64.844231,148.800003,2889.010010,25.080673,2.200000,0.073082
65.071594,180.642853,6496.617676,48.324448,2.357143,0.227364
65.097084,168.257141,3460.898926,27.260361,2.742857,0.025490
65.333275,183.500000,6218.487793,45.784813,1.500000,0.236191
65.437294,168.899994,3597.010254,27.991608,2.100000,0.104019
65.481209,183.442856,6952.607422,51.451881,2.557143,0.043915
65.488014,184.442856,6549.686035,47.908966,1.557143,0.006805
65.568169,182.914291,6930.171387,51.941437,2.085714,0.080154
65.653145,184.185715,6482.968750,48.095123,1.814286,0.084976
65.825111,188.414291,7059.676270,51.869026,1.585714,0.171967
66.253723,156.199997,3107.975586,26.009529,2.800000,0.428612
66.348534,181.800003,6632.985840,49.902100,3.200000,0.094810
66.474274,187.600006,6597.978516,48.211235,3.400000,0.125740
66.519402,136.742859,2722.397461,24.504662,2.257143,0.045128
66.852211,116.728569,2370.094482,25.489334,3.271429,0.332809
67.094963,176.785721,6486.295410,49.466675,3.214286,0.242752
67.575111,185.671432,7046.133301,52.619484,2.328571,0.480148
67.648422,161.114288,3120.919678,25.781998,2.885714,0.073311
67.730202,192.971436,7027.956543,51.093155,2.028571,0.081779
68.075798,180.728577,6958.440918,53.823570,3.271429,0.345596
68.180260,139.828568,2722.099854,24.733337,3.171429,0.104462
68.313148,181.500000,6708.472656,49.200371,2.500000,0.132889
68.561958,182.028564,6561.989746,47.707504,2.971429,0.248810
68.819649,149.457138,2904.011963,25.148949,2.542857,0.257690
68.862045,184.642853,6615.179199,48.421562,3.357143,0.042397
69.119965,186.000000,6777.138184,49.102936,2.000000,0.257919
69.327164,185.371429,6649.990723,48.830887,2.628572,0.207199
69.626373,187.128571,6594.052246,48.444382,2.871428,0.299210
70.394592,181.314285,6856.936523,51.573578,2.685714,0.768219
70.520340,188.300003,6633.324707,48.031258,2.700000,0.125748
70.735756,185.585709,6529.873535,48.275787,2.414286,0.215416
70.883842,184.157150,6986.007324,52.670631,2.842857,0.148087
70.895798,184.985718,6508.506348,47.549789,3.014286,0.011955
70.969986,183.171432,5659.261719,39.960381,1.828571,0.074188
70.978050,186.485718,6966.997070,52.842850,2.514286,0.008064
71.046654,184.214279,6523.023926,47.768745,2.785714,0.068604
71.408485,185.071426,6578.023438,47.603134,2.928571,0.361832
71.500046,185.214279,7067.040039,52.442009,2.785714,0.091560
71.847923,184.528564,6510.989746,47.857819,2.471429,0.347878
71.930542,179.971436,4033.962891,29.662155,3.028571,0.082619
72.038315,176.699997,6899.151367,52.668167,3.300000,0.107773
72.274307,177.699997,3713.822021,27.766418,2.300000,0.235992
72.642143,183.128571,6828.269531,51.611237,2.871428,0.367836
72.743042,184.528564,6645.394531,47.844383,2.471429,0.100899
72.887306,184.128571,6496.814453,47.827362,2.871428,0.144264
73.043312,181.042862,6631.172363,49.700363,1.957143,0.156006
73.053955,138.528564,2787.720947,25.355904,2.471429,0.010643
73.059013,180.714279,6940.228516,51.849266,3.285714,0.005058
73.146889,185.728577,7126.482910,53.110100,2.271429,0.087875
73.250488,183.157150,6958.019531,52.664207,3.842857,0.103600
73.298050,186.728577,6433.728027,47.777565,3.271429,0.047562
73.577957,144.328568,2689.898438,24.596771,2.671429,0.279907
73.826172,139.428574,2589.584717,24.340004,3.571429,0.248215
74.049934,147.842850,2860.112793,24.435532,3.157143,0.223763
74.076233,185.028564,6609.048828,48.227943,2.971429,0.026299
74.080971,98.342857,1921.428345,23.183380,2.657143,0.004738
74.131271,175.314285,3592.010986,26.954666,2.685714,0.050301
75.120918,182.085709,6596.453613,48.711243,2.914286,0.989647
75.207237,183.257141,7073.067383,54.180000,2.742857,0.086319
75.228096,181.557144,6292.346680,46.525581,3.442857,0.020859
75.279793,182.814285,6650.451172,49.851097,3.185714,0.051697
75.536850,185.757141,6628.213867,48.543861,2.242857,0.257057
75.711990,182.157150,6949.989258,52.852333,2.842857,0.175140
75.790031,180.957138,6675.215332,49.502045,3.042857,0.078041
75.913582,146.628571,2149.274658,17.801430,3.371428,0.123550
75.926758,183.628571,6573.611816,48.728508,2.371428,0.013176
76.047737,156.357147,3109.170166,25.408562,2.642857,0.120979
76.223488,176.928574,5771.100586,41.448807,1.071429,0.175751
76.282677,185.428574,5789.060059,40.654419,2.571429,0.059189
76.430634,169.785721,3414.112549,25.684029,3.214286,0.147957
76.467659,187.885712,6480.530762,47.215294,3.114286,0.037025
76.642349,177.728577,6627.717773,49.228767,2.271429,0.174690
76.713715,135.757141,2546.784912,24.417564,3.242857,0.071365
76.904457,185.228577,7036.226074,53.183533,2.771429,0.190742
77.310211,182.957138,6604.880859,48.395210,3.042857,0.405754
77.316895,181.485718,6703.244629,49.132858,2.514286,0.006683
77.393433,183.171432,6592.640137,48.699829,2.828571,0.076538
77.592674,183.928574,6953.932129,53.092438,3.071429,0.199242
77.809715,170.042862,3537.617676,27.196770,2.957143,0.217041
77.922050,185.528564,5805.526855,40.549629,2.471429,0.112335
